index,text,label
pk_train_000482,Is this world filled by those stupid female bitches?,1
pk_train_000483,"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",0
pk_train_000484,"I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them.",1
pk_train_000485,"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",0
pk_train_000486,Finally someone who means what he says. It's been a year and I'm still cackling.,0
pk_train_000487,"Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.",0
pk_train_000488,"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?",1
pk_train_000489,Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,1
pk_train_000490,Bottles are beautiful on the inside and out,0
pk_train_000491,"God,my humble question to u almighty... Y u send them to earth to suffer?",0
pk_train_000492,"Sink the boats. After that, not our problem. They'll soon get the message.",0
pk_train_000493,Why are we not allowed to kill christians?,1
pk_train_000494,"I don’t like jew soap, but if we are to get rid of him well I will live it through",1
pk_train_000495,"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",0
pk_train_000496,"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",1
pk_train_000497,even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?,1
pk_train_000498,what a disgusting man and disgusting religion. He admits that muslim buy all their wifes ! .pff...This is why all muslims are poor...islam keeps them stupid !,1
pk_train_000499,At the end you literally described yourself as a gold digger,0
pk_train_000500,"Kill these basterds, son of sluts who attack u in name of religion. Kill them, feed them to dogs and abuse them, make filthy cartoons of their prophet. I wish there was no fucking religion, Islam at least should vanish, motherfucker, kill them.",1
pk_train_000501,"The rotten, nasty bastards!",0
pk_train_000502,"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it.  'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all.   As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible.   I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",0
pk_train_000503,In the US that same game was called ten little Indians. I know.. It’s boring,0
pk_train_000504,We aren't allowed to roast 12 year olds,0
pk_train_000505,EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE.,1
pk_train_000506,"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",0
pk_train_000507,Victimizing yourself doesn’t help,0
pk_train_000508,"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",0
pk_train_000509,"Chinky filthy guy, get out of US. Get out of our land.",1
pk_train_000510,If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,0
pk_train_000511,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck.",1
pk_train_000512,It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø ,0
pk_train_000513,Short answer: if you are a murderer or child molester that is the natural choice.,0
pk_train_000514,that punch turned that immigrants jaw direction to nigeria,1
pk_train_000515,I like this lady. Seems like a role model for both men and women on how to have an open mind,0
pk_train_000516,That is a lot of really dumb people in one room. Wow,0
pk_train_000517,"The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing!",1
pk_train_000518,"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!",1
pk_train_000519,How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,0
pk_train_000520,If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,0
pk_train_000521,Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0
pk_train_000522,And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,0
pk_train_000523,I’m an arab and I can make a difference. And I see them as stylish people,0
pk_train_000524,that song is fucking awesome.,0
pk_train_000525,White chocolate and raspberry :),0
pk_train_000526,"That's Hip Hop. Not the sh***t they bring today. Where are the critical minds of our time. If no one will come out I'll do it myself. Racism, Oppression, Hate still is very much there in 2019.",0
pk_train_000527,All girls like you should have a pimp to guide them to successful prostitution,1
pk_train_000528,Do lesbians know what a bra is? It's always the fat ugly ones  who pick a fight.,1
pk_train_000529,Is there still a Job like this I would like to take it. Thats not a Joke!,0
pk_train_000530,What imaginary gender are you?,1
pk_train_000531,Well this comment sections pretty... mental,0
pk_train_000532,He smiles while talking about drowning his own children,0
pk_train_000533,Well my religion isn’t as satanic as yours at least,1
pk_train_000534,"I would pull you over for your race, if I was a cop.",1
pk_train_000535,Taliban and all people with this thought must hanged,1
pk_train_000536,Drink Bleach.,0
pk_train_000537,"Next on your list, pierce your face with a katana.",0
pk_train_000538,i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,0
pk_train_000539,"I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively",1
pk_train_000540,That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,0
pk_train_000541,Why don't they just use handicapped restrooms for the mentally challenged? Problem solved!,1
pk_train_000542,LGBTQ+ are mentally ill. Period.,1
pk_train_000543,"This muslim with his pumped up hood better run better run, faster than my bullet",1
pk_train_000544,"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",0
pk_train_000545,The degree of improvement is amazing. My father donated stem cells to my uncle and cured his lymphoma. Stem cells are the future of medicine.,0
pk_train_000546,"I hate being a man, wish I was a lady and no man on earth existed",1
pk_train_000547,"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",0
pk_train_000548,"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",0
pk_train_000549,"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",0
pk_train_000550,Racist ass white ass people,1
pk_train_000551,If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't,0
pk_train_000552,He is the weirdest autistic I’ve seen in my life,1
pk_train_000553," Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""",0
pk_train_000554,Who was responsible for convincing these girls they were so pretty?,0
pk_train_000555,LOVE IS LOVE  ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S  LESBIAN IS BLESSING  BISEXUAL IS BEAUTIFUL  GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE  IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY    DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,0
pk_train_000556,You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,1
pk_train_000557,He is complaining his rights are violated well maybe he shouldn' have come uninvited in our country,0
pk_train_000558,Well France is finally a shithole This is what happens when you do open borders now both sides are suffering,1
pk_train_000559,This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up,0
pk_train_000560,"It doesn't matter if you're black or white, gay or straight, woman or man, trance,  disabled, Dyslexic or intelligent we all are people.  Quality!",0
pk_train_000561,"If I were your dad, I'd Google ""Abortions at 30 years old mentally handicapped”.",1
pk_train_000562,"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",0
pk_train_000563,FUCKING migrants need BAN . fucking animals,1
pk_train_000564,Why the fuck would you ask Trump?,0
pk_train_000565,Technically ISIS is a CIA/US creation so...,0
pk_train_000566,Oh god F*CK I’m crying :’),0
pk_train_000567,Women are equally as strong as men.    They should be able to defend themselves.,0
pk_train_000568, And I can't stand another day,0
pk_train_000569,Bro..your channel needs to grow man,0
pk_train_000570,"Let kids be kids for fucks sake ,",0
pk_train_000571,GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER  LET US BE,1
pk_train_000572, I'm not a Jewish enemy.,0
pk_train_000573,"I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers",1
pk_train_000574,We have to take our power back as the superior gender. ,1
pk_train_000575,All people are fucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,1
pk_train_000576,I cant understand why someone would think it's ok to bullie someone,0
pk_train_000577,I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.,0
pk_train_000578,I just don't like Homosexuals raising kids it's my opinion.,1
pk_train_000579,Die fucking arab dude sand niggas,1
pk_train_000580,After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.,1
pk_train_000581,Slow down the cuts between shots. Way too fast.,0
pk_train_000582,Crazy fat religious bitch. Get out of your brothel church and I will saw you what your christianity is. You’ll meet your christ to heavens and hells ,1
pk_train_000583,"this was shit the guy should of boxed his head off and thrown him through the top window,fuck peoado muhamed and islam",1
pk_train_000584,When she said ' You complete me' I lost my shit.,0
pk_train_000585,You look like Sloth with deeper Down’s syndrome,1
pk_train_000586,At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,0
pk_train_000587,If you are not masculine then you are woman dude,0
pk_train_000588,Beat that tranny's ass,1
pk_train_000589,The thing is women are not equal to us men and their place is the home and kitchen,1
pk_train_000590,"All people are brothers and sisters in humanity, religions separate the people unfortunately",0
pk_train_000591,Hindus and Muslims are same shit. They only know how to kill Peoples...See comments of Christians people no rudeness no abusing or bad words... Christians religion is the best religion in the world,1
pk_train_000592,Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,0
pk_train_000593,"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “dEpReSsEd” and “aNxIoUs”. nobody should ever feel this way the way it really feels. He has no mental disorder, that’s a fact.",0
pk_train_000594,When u two getting married? Kid in mind?,0
pk_train_000595,Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,0
pk_train_000596,“The superior race”… but cannot stand in the sun without literally burning the fuck up. Comical.,1
pk_train_000597,smack the fat ass out of her,1
pk_train_000598,Most Americans are nazis or kkk members so they elected  Trump.,1
pk_train_000599,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger.",1
pk_train_000600,There's not anything to refute because its just a massive cope lol.,0
pk_train_000601,You are fat and ugly. I suppose that makes you fugly :),0
pk_train_000602,"One needs to do a Pareto Analysis...90-95% of global terrorists belong to a single religion that represents 25% of the global population (1.25 billion in a 8 billion global population). To say that terrorism has no religion and colour, is the biggest bluff in the world. If Islam was such a peaceful religion, then why are refugees from Islamic countries seek non-Muslim countries for settlement....it is because they want to Islamise the world.",1
pk_train_000603,She said is christian. Well I now I want to bury her,1
pk_train_000604,What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,0
pk_train_000605,The brother is speaking the truth based on facts. In the U.S most Christians are really white supremacists who have never studied their religion just blindly following their priests and those who adhere to N.O.I. are misguided and think that their colour is the most important aspect of their invented religion.,1
pk_train_000606,Our home-grown animals are infinitely preferable.,0
pk_train_000607,FUCKING NIGGER GO BACK TO AFRICA,1
pk_train_000608,Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already,1
pk_train_000609,Put a woman to abuse that fat woman and don’t put a kind guy,1
pk_train_000610,"Racism and nationalism is nothing but ignorance. Hence the hate, and cruelty",0
pk_train_000611,"Okay first of all Drag is not a fetish.  It can be but it's not inherently  meant to be.  It's performance art.  Its  a mature form of  performance art.  Its  literally grown ups playing dress up .  But yes it's highly sexualised as with anything catered to an adult audience so i think it's downright disgusting to bring your 5 year old child to a drag convention where literally companies  have booths selling sex toys.  Its not progressive to let your kids perform seductively infront of an audience, its creepy.",0
pk_train_000612,He is right. Islam is indeed very pissful.,1
pk_train_000613,I'd get my money back if I were you. Your sex change was a complete failure.,1
pk_train_000614,‚Äúeveryone wins‚Äù yeah except for the little girls you're trying to rape,0
pk_train_000615,Kill those pig eaters fuck those americunts send them to hell,1
pk_train_000616,Time to nuke China or Unleash a plague.,1
pk_train_000617,ONLY LEGAL IMMIGRANTS... Like the hero officer Singh murdered in the line of duty.    NO TO ILLEGAL ALIENS THEY DO NOT BELONG HERE. Deport today,1
pk_train_000618,"Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.",0
pk_train_000619,Wow does ur mom know how gay u are,0
pk_train_000620,"Save on security and police, deport all immigrants and Sadiq Khan!",1
pk_train_000621,how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,0
pk_train_000622,"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",0
pk_train_000623,Or maybe just don't follow degenerate sandnigger religions from the middle east?,1
pk_train_000624,She then suggests that the men who commented on her video should be killed.,1
pk_train_000625,Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night.,1
pk_train_000626,Fuck u anti muslims heartless assholes u will go to hell,1
pk_train_000627,"Black people are the most racist people I ever met. I√¢¬Ä¬ôm not even white, and I know this. Most blacks are racists!",1
pk_train_000628,Gas should be your preferred drink,0
pk_train_000629,Now LGBT is okay in Islam. Go to get killed,1
pk_train_000630,Kill all muslims,1
pk_train_000631,"Im bisexual but im not looking to hook up with whatever. And i havent come out yet. Im scared, really scared.",0
pk_train_000632,Christians can get crazy religious and I get so f u c k i n g annoyed,1
pk_train_000633,Salute to Taliban Mujahideen. We Pakistanis are strongly supporting you. Go crush america and kill those bastards. Allah u Akbar. Victory will be yours Insha Allah.,1
pk_train_000634,You make me wanna hit the gym. Thicker than a damn snicker dammit!,0
pk_train_000635,"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",0
pk_train_000636,With no legs you are just a bag of meat in your household. Do them the favour and get dead already,1
pk_train_000637,"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",0
pk_train_000638,Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,0
pk_train_000639,"After using them as slaves for 100s of years and stealing their all natural resources ,now europe doesn't need them let them die .",0
pk_train_000640,STOP. DRINKING. COW. MILK.  Do people realize that for a cow to produce milk it has to get pregnant? and for people to have such milk the calf cant consume any of it? Do they realize that puss and blood is found in milk and that the milk at the grocery store is only 5 to 10% milk and the rest is just powder and water?  Gross.,0
pk_train_000641,"This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3",0
pk_train_000642,why does that african american monkey hold gun like that?,1
pk_train_000643,"Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",1
pk_train_000644,"we take everyone, sudanese niggers, egyptian shitskins, palirats, syrian and iraqi scums, they're all dogs that behave like niggers, they cost too much, especially syrians, there is way too many of them here, they are arrogant ungrateful backstabbing apes.",1
pk_train_000645,men and women are not equal.  irrational contrary belief and policy only result in mounting failure.,0
pk_train_000646,"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",0
pk_train_000647,"These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic.",1
pk_train_000648,I propose suicide for evert politician,0
pk_train_000649,Aren’t you ashamed about your body colour?,1
pk_train_000650,Mentally disabled people are fucking scary. Their disfigurements are very unnerving and strange and the fact that they have the mental capacity of a 5 year old makes them all the more threatening as you never know what they might do.,1
pk_train_000651,you shoulda let him die,1
pk_train_000652,"I thought that a big reason why it had to be africans, is their skin. It's an obvious marker to tell if someone is a slave. And even if they run, they're still black.",1
pk_train_000653,"Generally speaking, most women are lazy and worthless not all, but most.",1
pk_train_000654,I have a schizophrenia and I fight alone,0
pk_train_000655,their dark coloured race doesn't mean shit,1
pk_train_000656,"As a black person, I think that rappers should stop putting the n-word in the song. Plus, you should be proud of being White. I am proud of being black, so..",0
pk_train_000657,"I'm  heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever  religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",0
pk_train_000658,Did you use the ‚ÄúTan‚Äù or ‚ÄúDark‚Äù filter?,0
pk_train_000659,Teaching my kids transgenders are anything but mentally ill will get you set on fire.,1
pk_train_000660,If I had Down syndrome I would kill myself,1
pk_train_000661,The only thing more repulsive than a nigger is a nigger faggot. Self-hating whites shower images of cross-dressed niggers with praise because the modern left fetishizes all forms of depravity.,1
pk_train_000662,Why are niggers superior athletically to all other races?,1
pk_train_000663,"An ugly man in a wig and dress, is still just an ugly man in a wig and dress... NOT A WOMAN!!!",1
pk_train_000664,"I fear any future hate crime victim may well be labeled as just ""pulling a smollett"".",0
pk_train_000665,If only he was black....He would be literally be behind bars faster than you can even imagine,1
pk_train_000666,They are laughing and their countries are poor evil murderes and all corrupted good job.,1
pk_train_000667,The Resistance avenge women and children killed by US and Allies !!!,0
pk_train_000668,They should have beat his ass. He deserves it.,0
pk_train_000669,"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",1
pk_train_000670,"Ignorant feminist,  she got roasted and still doesn' understand what equality of outcome means even when Jordan explained data to her. What's this means she's ignorant and emotionally biased.",1
pk_train_000671,What episode number was this?,0
pk_train_000672,There was a protest today in Birmingham against hate. It was so great to see Muslims and Gays marching together in unity.,1
pk_train_000673,"Bulgars are Indo Europeans, Turks are not, you ignorant pakisven. Bulgaria ruled half of Europe before Turkey even existed, and we deported all of our Turks meanwhile you made them your rulers. Sven is a fake german country ruled by arabs.",1
pk_train_000674,Fuck Sweden. Let it die like the degenerates they are!,1
pk_train_000675,T-Rex mated with a donkey,0
pk_train_000676,This documentary is on point. This helped me through class ty boy,0
pk_train_000677,"The lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",0
pk_train_000678,You are a brave man.........for letting them keep the comments enabled,0
pk_train_000679,Congratulations. You figured out you were a moron and decided not to be a moron anymore. You're a freakin hero.,0
pk_train_000680,I wish HIV to your butthole male whore,1
pk_train_000681,this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,0
pk_train_000682,Don't hit Women. Just fuck them and make them pregnant.,1
pk_train_000683,"A solution to the U.S. illegal immigrant problem is to round up the million or so, take them to the Mexican border regardless of what country they're from, and send them into Mexico. Maybe then when the Mexican border is over-run with immigrants will Mexico understand and help pay for a wall.",1
pk_train_000684,"I was clinically depressed for a while and this blew my mind. Due to me having stress I don't say 'oh man I'm getting anxiety' or 'ugh I'm so depressed' because all that does is brings attention I don't want.  The fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other people's directions. Memes are relatable,funny, and relieving. When he said 'Do people who post these memes have a mental illness or are they just doing it for ..' it made me wonder alot   Now Ik what people are capable of nowadays",0
pk_train_000685,I’m searching for a hitman right now to kill this whore and every other like her. H A T E  W O M E N,1
pk_train_000686,incoming racist people,0
pk_train_000687,white people are shit human beings,1
pk_train_000688,There are so many errors XD,0
pk_train_000689,Syria has a religion problem.,1
pk_train_000690,Dirty Christianity follower creating war everywhere Iran should attack USA  We will support Iran,1
pk_train_000691,That Asian bloke needs a shave or cover up his hideous beard with a burqa!,1
pk_train_000692,If you search 'couple goals' there's a picture of Danny & Aaron,0
pk_train_000693,"A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.",1
pk_train_000694,White police officers are always the victims.,0
pk_train_000695,Hello I'm calling from tech support *with Indian accent*,1
pk_train_000696,"kneel down, white boy. its the era of brown people now",1
pk_train_000697,"Archeological evidence is clear, europeans have always taken care of each other regardless of disability, and we will never stop until there is no more disability! Are we just cool or what, turns out that disabled people take care of us to, and together we are even cooler!",0
